Order_ID,Order_Date,Customer_ID,Customer_Name,Region,State,Product,Units,Unit_Price,Discount,Sales,Cost,Profit,Sales_Channel,Payment_Mode,Sales_Rep,Return_Status
1036,22-09-2025,Unkown ID,Unkown ,West,Karnataka,Router,2,250,0.1,450,411,39,Off Line,CASH,Amit ,Yes
1037,18-04-2025,C119,Priya Mehta,West,West Bengal,Tablet,0,250,0,0,0,39,Off Line,Unkown,Amit,Yes
1038,18-04-2025,Unkown ID,Arjun Nair,West,Tamil Nadu,Office Chair,2,1200,0,9999999,2612,212,Online,Unkown,Amit,Yes
1039,29-05-2025,C164,Unkown ,East,Delhi,Tablet,2,1200,0,2400,1281,1119,Online,CARD,Neha,Unkown Status
1040,11-06-2025,Unkown ID,Rahul Shah,West,Maharastra,Notebook Pack,0,1200,0,0,0,1119,Off Line,Unkown,Neha,Yes
1041,27-05-2025,C112,Priya Mehta,North,Unkown State,Office Chair,0,1200,0.1,0,0,1119,Online,Unkown,Unkown,Yes
1042,13-10-2025,C200,Priya  Mehta,North,Delhi,Mouse,2,12500,0.05,23750,20427,3323,Off Line,Unkown,Neha,Yes
1043,31-03-2025,C187,Arjun Nair,North,Odisha,Router,0,250,0,999999,0,3323,Unkown,CARD,Amit ,Unkown Status
1044,01-02-2025,C171,Arjun Nair,North,Karnataka,Monitor,0,5400,0.15,5000,0,3323,Online,UPI,Neha,No
1045,31-08-2025,C250,Rahul Shah,East,Unkown State,Desk,4,650,0.05,2470,1577,893,Online,Unkown,Amit,No
1046,31-08-2025,C159,Rahul Shah,West,West Bengal,Keyboard,0,12500,0,0,0,893,Online,UPI,Ravi,Yes
1047,25-04-2025,C253,Rahul Shah,South,Unkown State,Router,0,5400,0.5,0,0,893,Online,Unkown,Unkown,Unkown Status
1048,10-04-2025,C227,Arjun Nair,North,Maharastra,Tablet,2,250,0,500,368,132,Off Line,CARD,Amit,Unkown Status
1049,16-09-2025,Unkown ID,Priya Mehta,South,Karnataka,Mouse,0,1200,0,999999,0,132,Unkown,Unkown,Neha,Yes
1050,06-09-2025,C114,Priya Mehta,East,Maharashtra,Mouse,0,5400,0,5000,0,132,Off Line,Unkown,Unkown,Unkown Status
1051,10-02-2025,C142,Priya Mehta,West,Unkown State,Laptop,2,1200,0.1,2160,1943,217,Online,CASH,Amit,Unkown Status
1052,05-03-2025,Unkown ID,Arjun Nair,South,Maharastra,Monitor,2,650,0.1,1170,1143,27,Online,CASH,Unkown,Damaged
1053,30-07-2025,Unkown ID,Rahul Shah,East,Maharashtra,Desk,2,1200,0.05,2280,2455,175,Online,CASH,Ravi,Unkown Status
1054,12-11-2025,C167,Priya  Mehta,West,Odisha,Router,5,1200,0,5000,0,175,Online,UPI,Neha,No
1055,27-08-2025,Unkown ID,Unkown ,North,Unkown State,Keyboard,0,1200,0,0,0,175,Online,CASH,Amit ,Unkown Status
1056,02-11-2025,C120,Unkown ,North,Karnataka,Office Chair,2,5400,0.5,5400,9517,4117,Off Line,UPI,Amit,Unkown Status
1057,17-04-2025,Unkown ID,Priya  Mehta,East,Tamil Nadu,Mouse,2,5400,0.5,5400,12138,6738,Unkown,UPI,Ravi,Unkown Status
1058,18-05-2025,C165,Arjun Nair,North,Unkown State,Mouse,0,650,0.05,999999,0,6738,Unkown,CARD,Ravi,No
1059,06-05-2025,C229,Priya  Mehta,West,Unkown State,Laptop,2,5400,0,10800,7147,3653,Online,UPI,Ravi,Yes
1060,08-04-2025,C253,Rahul Shah,South,Tamil Nadu,Desk,0,5400,0,0,0,3653,Unkown,CASH,Neha,No
1061,14-03-2025,Unkown ID,Rahul Shah,Unkown,Karnataka,Laptop,0,5400,0,0,0,3653,Online,CARD,Amit,Damaged
1062,02-02-2025,Unkown ID,Priya  Mehta,Unkown,Tamil Nadu,Notebook Pack,0,5400,0,999999,0,3653,Online,CASH,Amit ,No
1063,18-10-2025,Unkown ID,Rahul Shah,South,Karnataka,Office Chair,2,650,0,1300,1045,255,Online,UPI,Amit ,Unkown Status
1064,25-03-2025,C133,Rahul Shah,North,Maharastra,Monitor,0,650,0.5,0,0,255,Online,CARD,Neha,Yes
1065,25-02-2025,C198,Arjun Nair,North,Maharashtra,Desk,6,12500,0,75000,57864,17136,Unkown,CARD,Unkown,Yes
1066,11-11-2025,C150,Rahul Shah,North,Maharashtra,Office Chair,0,5400,0.1,0,0,17136,Offline,UPI,Neha,No
1067,15-06-2025,C199,Unkown ,Unkown,West Bengal,Office Chair,0,5400,0.15,5000,0,17136,Unkown,Unkown,Neha,No
1068,15-06-2025,C225,Unkown ,Unkown,Unkown State,Keyboard,2,5400,0,10800,5907,4893,Online,UPI,Amit ,No
1069,08-03-2025,C180,Rahul Shah,West,Maharashtra,Notebook Pack,2,5400,0,0,0,4893,Online,CARD,Unkown,No
1070,09-09-2025,C142,Priya  Mehta,North,Delhi,Tablet,0,650,0.1,0,0,4893,Off Line,CARD,Ravi,Damaged
1071,15-05-2025,C257,Arjun Nair,South,Maharashtra,Mouse,2,650,0,1300,1502,202,Off Line,CARD,Ravi,No
1072,25-01-2025,C215,Rahul Shah,Unkown,Delhi,Router,2,650,0,999999,0,202,Online,CARD,Neha,Unkown Status
1073,11-02-2025,C213,Rahul Shah,West,Maharashtra,Router,0,1200,0,0,0,202,Online,UPI,Unkown,No
1074,29-05-2025,Unkown ID,Unkown ,Unkown,Odisha,Laptop,2,650,0.5,650,1244,594,Online,CARD,Ravi,Unkown Status
1075,02-07-2025,Unkown ID,Rahul Shah,South,Tamil Nadu,Mouse,2,650,0.05,1235,663,572,Offline,Unkown,Amit,No
1076,07-12-2025,Unkown ID,Rahul Shah,West,Odisha,USB Hub,2,12500,0.5,12500,25337,12837,Online,UPI,Amit,No
1077,02-05-2025,C140,Rahul Shah,Unkown,Karnataka,Keyboard,0,12500,0.5,5000,0,12837,Off Line,CARD,Neha,Unkown Status
1078,17-11-2025,C222,Rahul Shah,West,Maharastra,Office Chair,2,250,0,500,479,21,Online,CASH,Neha,No
1079,22-12-2025,Unkown ID,Priya  Mehta,Unkown,Maharastra,Notebook Pack,0,250,0.05,0,0,21,Online,CARD,Ravi,Yes
1080,14-04-2025,C140,Unkown ,South,Karnataka,Office Chair,2,5400,0,9999999,9411,1389,Online,Unkown,Unkown,Yes
1081,07-06-2025,C200,Rahul Shah,West,Tamil Nadu,Keyboard,1,250,0,250,234,16,Offline,UPI,Amit,No
1082,26-11-2025,C117,Rahul Shah,West,Odisha,Mouse,14,250,0.15,0,0,16,Offline,UPI,Amit,No
1083,21-11-2025,Unkown ID,Rahul Shah,North,Delhi,Mouse,0,1200,0.15,0,0,16,Online,UPI,Unkown,Unkown Status
1084,05-11-2025,Unkown ID,Rahul Shah,West,Maharashtra,Office Chair,2,12500,0,25000,14220,10780,Online,CARD,Neha,Yes
1085,16-02-2025,C247,Unkown ,West,Karnataka,Router,13,250,0.1,2925,2742,183,Offline,Unkown,Neha,Unkown Status
1086,21-09-2025,C166,Arjun Nair,North,Karnataka,Desk,3,250,0,0,0,183,Unkown,UPI,Unkown,Unkown Status
1087,25-07-2025,Unkown ID,Priya  Mehta,West,Odisha,Mouse,0,5400,0.5,0,0,183,Offline,Unkown,Neha,No
1088,17-06-2025,Unkown ID,Priya  Mehta,Unkown,Odisha,Keyboard,2,5400,0,999999,0,183,Offline,CASH,Amit ,Yes
1089,17-05-2025,C177,Priya  Mehta,North,Karnataka,Tablet,0,650,0.05,0,0,183,Online,CARD,Unkown,No
1090,19-03-2025,C177,Arjun Nair,East,West Bengal,Mouse,2,1200,0.05,2280,2687,407,Online,Unkown,Amit ,Yes
1091,20-11-2025,C175,Priya Mehta,South,Maharastra,Laptop,0,5400,0,5000,0,407,Off Line,CARD,Unkown,Yes
1092,25-11-2025,Unkown ID,Arjun Nair,South,Delhi,Office Chair,2,5400,0,5000,0,407,Off Line,Unkown,Amit ,No
1093,29-07-2025,C146,Arjun Nair,West,Maharastra,Desk,15,250,0.1,3375,3301,74,Offline,CARD,Ravi,No
1094,22-08-2025,C152,Unkown ,Unkown,Maharashtra,Tablet,0,5400,0,0,0,74,Offline,Unkown,Neha,No
1095,11-11-2025,Unkown ID,Arjun Nair,East,Maharastra,Laptop,1,5400,0.15,4590,5076,486,Unkown,CASH,Amit,Yes
1096,25-07-2025,Unkown ID,Unkown ,North,Tamil Nadu,Keyboard,15,5400,0.05,999999,0,486,Offline,CARD,Ravi,Damaged
1097,31-05-2025,Unkown ID,Arjun Nair,North,West Bengal,Office Chair,0,5400,0,9999999,0,486,Online,CASH,Neha,Unkown Status
1098,06-09-2025,C259,Rahul Shah,West,Odisha,Keyboard,0,5400,0,0,0,486,Online,CARD,Neha,Unkown Status
1099,08-01-2025,C102,Priya  Mehta,South,West Bengal,USB Hub,0,650,0.05,999999,0,486,Offline,CARD,Amit ,Yes
1100,19-12-2025,C123,Rahul Shah,West,West Bengal,Mouse,0,12500,0,5000,0,486,Online,CARD,Amit,Unkown Status
1101,13-03-2025,C226,Rahul Shah,East,Unkown State,Keyboard,2,650,0.15,1105,800,305,Online,CARD,Ravi,Damaged
1102,12-09-2025,Unkown ID,Unkown ,East,Delhi,Keyboard,0,650,0,0,0,305,Online,CASH,Amit,Damaged
1103,15-03-2025,C154,Unkown ,West,Tamil Nadu,Tablet,0,1200,0.15,0,0,305,Offline,CASH,Amit ,Unkown Status
1104,11-10-2025,Unkown ID,Arjun Nair,East,Maharastra,Tablet,0,12500,0.1,0,0,305,Online,CASH,Neha,Unkown Status
1105,07-03-2025,C250,Unkown ,West,Maharastra,Notebook Pack,10,5400,0.1,48600,31101,17499,Off Line,CARD,Unkown,No
1106,06-10-2025,C196,Priya Mehta,West,Delhi,Mouse,2,5400,0,0,0,17499,Offline,UPI,Amit ,No
1107,02-12-2025,C103,Arjun Nair,Unkown,West Bengal,Router,2,250,0.1,450,257,193,Unkown,UPI,Amit ,No
1108,04-08-2025,Unkown ID,Rahul Shah,West,Maharastra,USB Hub,0,5400,0,999999,0,193,Online,Unkown,Neha,Yes
1109,07-08-2025,C102,Priya  Mehta,West,Delhi,Mouse,14,650,0.15,7735,4663,3072,Offline,Unkown,Unkown,Yes
1110,07-07-2025,Unkown ID,Priya  Mehta,Unkown,Unkown State,Desk,0,250,0,0,0,3072,Unkown,UPI,Amit ,Unkown Status
1111,04-11-2025,C224,Rahul Shah,South,Odisha,USB Hub,2,5400,0,10800,6659,4141,Online,CASH,Unkown,Yes
1112,02-08-2025,Unkown ID,Arjun Nair,Unkown,Odisha,Router,5,12500,0,62500,62018,482,Online,CARD,Unkown,No
1113,04-11-2025,Unkown ID,Priya Mehta,East,Maharastra,Office Chair,0,5400,0.1,9999999,0,482,Online,CASH,Amit ,Yes
1114,22-01-2025,C136,Priya Mehta,South,Unkown State,Tablet,9,12500,0.5,56250,94425,38175,Offline,CASH,Neha,No
1115,27-08-2025,C165,Rahul Shah,East,Unkown State,Notebook Pack,0,250,0.05,0,0,38175,Online,CARD,Ravi,Damaged
1116,14-04-2025,C148,Rahul Shah,North,West Bengal,Tablet,0,5400,0,0,0,38175,Online,Unkown,Ravi,No
1117,26-08-2025,Unkown ID,Rahul Shah,West,Odisha,Router,9,250,0,2250,1447,803,Unkown,Unkown,Neha,Yes
1118,24-05-2025,Unkown ID,Rahul Shah,Unkown,Tamil Nadu,Router,14,1200,0.05,15960,20097,4137,Online,UPI,Amit,Unkown Status
1119,23-08-2025,C116,Priya  Mehta,East,Delhi,Monitor,0,12500,0.05,0,0,4137,Unkown,Unkown,Neha,Damaged
1120,09-07-2025,C160,Rahul Shah,South,Odisha,Laptop,15,250,0.1,3375,3939,564,Off Line,UPI,Amit,Yes
1124,30-07-2025,C163,Arjun Nair,Unkown,West Bengal,Tablet,0,1200,0.15,0,0,564,Off Line,UPI,Neha,No
1125,09-12-2025,Unkown ID,Arjun Nair,West,West Bengal,Mouse,2,1200,0.05,2280,2754,474,Online,Unkown,Neha,No
1126,31-05-2025,Unkown ID,Rahul Shah,South,Tamil Nadu,Desk,0,650,0.1,0,0,474,Offline,CASH,Neha,Yes
1127,03-04-2025,C158,Priya Mehta,North,Delhi,Monitor,2,1200,0.05,2280,1546,734,Offline,CARD,Ravi,Yes
1128,03-04-2025,C204,Rahul Shah,Unkown,Odisha,Tablet,2,250,0,500,393,107,Offline,CASH,Neha,Yes
1129,07-07-2025,C141,Arjun Nair,Unkown,Maharashtra,Tablet,2,12500,0,25000,14614,10386,Online,Unkown,Neha,No
1130,25-02-2025,C214,Rahul Shah,Unkown,Tamil Nadu,Laptop,4,650,0.5,1300,1632,332,Online,CARD,Amit,No
1131,24-12-2025,C149,Rahul Shah,West,Unkown State,Notebook Pack,2,250,0.1,450,554,104,Online,CASH,Amit,Damaged
1132,14-09-2025,C171,Rahul Shah,East,Tamil Nadu,Notebook Pack,0,650,0.05,5000,0,104,Off Line,CARD,Amit,Damaged
1133,02-11-2025,C254,Unkown ,West,Odisha,Tablet,0,1200,0,999999,0,104,Unkown,CASH,Amit ,No
1134,17-03-2025,Unkown ID,Priya  Mehta,West,Maharashtra,Tablet,0,250,0.1,999999,0,104,Online,CARD,Neha,Damaged
1135,21-08-2025,C111,Priya  Mehta,Unkown,West Bengal,USB Hub,5,12500,0,62500,42213,20287,Off Line,CARD,Amit,Unkown Status
1136,27-06-2025,C142,Rahul Shah,Unkown,West Bengal,Monitor,0,5400,0,5000,0,20287,Online,Unkown,Neha,Unkown Status
1137,14-02-2025,Unkown ID,Rahul Shah,West,Karnataka,Office Chair,0,5400,0.5,0,0,20287,Online,UPI,Neha,Unkown Status
1138,20-09-2025,C198,Unkown ,West,Odisha,Keyboard,0,1200,0.5,999999,0,20287,Online,CARD,Ravi,No
1139,23-03-2025,C117,Arjun Nair,East,Maharashtra,Notebook Pack,2,1200,0,2400,2482,82,Offline,Unkown,Ravi,Unkown Status
1140,14-04-2025,Unkown ID,Rahul Shah,West,Unkown State,Router,0,5400,0,9999999,0,82,Unkown,CARD,Amit,Damaged
1141,20-10-2025,Unkown ID,Rahul Shah,Unkown,Delhi,Office Chair,2,5400,0.15,999999,0,82,Online,CASH,Amit ,Damaged
1142,04-01-2025,Unkown ID,Arjun Nair,North,West Bengal,Keyboard,2,12500,0.05,23750,14039,9711,Online,CARD,Neha,Unkown Status
1143,07-08-2025,C102,Arjun Nair,Unkown,Unkown State,Router,0,12500,0.5,0,0,9711,Unkown,Unkown,Amit ,Damaged
1144,01-11-2025,C189,Priya  Mehta,West,Karnataka,Monitor,0,12500,0.15,0,0,9711,Offline,CARD,Amit ,Damaged
1145,16-11-2025,C187,Rahul Shah,West,Delhi,Keyboard,0,1200,0,0,0,9711,Online,CASH,Unkown,Unkown Status
1146,18-09-2025,C140,Arjun Nair,Unkown,Karnataka,Notebook Pack,0,5400,0.05,0,0,9711,Unkown,UPI,Ravi,No
1147,06-01-2025,C178,Priya  Mehta,Unkown,Maharashtra,Router,7,12500,0,87500,84672,2828,Off Line,CARD,Neha,Unkown Status
1148,30-09-2025,C136,Priya Mehta,East,Delhi,Keyboard,3,250,0,750,415,335,Off Line,Unkown,Neha,Damaged
1149,01-02-2025,Unkown ID,Priya Mehta,West,Karnataka,Tablet,0,250,0.1,5000,0,335,Unkown,UPI,Ravi,Yes
1150,17-07-2025,C105,Unkown ,Unkown,Maharashtra,Desk,0,650,0.05,0,0,335,Unkown,CARD,Ravi,No
1151,22-08-2025,C207,Arjun Nair,East,Delhi,Mouse,2,650,0,5000,0,335,Online,Unkown,Unkown,Damaged
1152,22-08-2025,C162,Priya Mehta,South,Maharastra,Keyboard,0,5400,0.5,0,0,335,Off Line,CASH,Amit ,No
1153,05-08-2025,C189,Unkown ,North,Unkown State,Router,0,5400,0,999999,0,335,Online,CARD,Neha,Yes
1154,19-05-2025,C132,Unkown ,East,Karnataka,Keyboard,0,650,0,0,0,335,Unkown,CARD,Ravi,Damaged
1155,27-04-2025,C133,Arjun Nair,Unkown,Unkown State,USB Hub,0,5400,0.5,5000,0,335,Online,CARD,Amit,Unkown Status
1156,17-07-2025,C107,Arjun Nair,West,Maharastra,Monitor,0,650,0.1,0,0,335,Online,UPI,Neha,Unkown Status
1157,02-06-2025,C116,Arjun Nair,West,Karnataka,Router,2,1200,0.1,2160,1878,282,Offline,CASH,Neha,No
1158,06-12-2025,C189,Priya  Mehta,West,Unkown State,Mouse,2,1200,0,2400,1364,1036,Online,CARD,Unkown,Yes
1159,21-01-2025,C110,Priya Mehta,East,Karnataka,Router,2,1200,0,5000,0,1036,Offline,CARD,Neha,Damaged
1160,11-05-2025,Unkown ID,Rahul Shah,West,West Bengal,Laptop,15,650,0,9750,5634,4116,Offline,CASH,Unkown,No
1161,21-07-2025,Unkown ID,Rahul Shah,West,Odisha,Office Chair,0,650,0.5,5000,0,4116,Off Line,CARD,Amit,Yes
1162,20-09-2025,C132,Rahul Shah,West,West Bengal,Keyboard,0,650,0.05,5000,0,4116,Online,CARD,Ravi,Unkown Status
1163,14-04-2025,C179,Priya  Mehta,West,Unkown State,Desk,0,250,0.5,5000,0,4116,Online,CASH,Neha,Yes
1164,04-05-2025,C130,Unkown ,North,Tamil Nadu,USB Hub,2,650,0,9999999,1278,22,Off Line,CARD,Amit,No
1165,05-06-2025,C128,Arjun Nair,East,Delhi,Keyboard,2,5400,0.5,5400,8144,2744,Online,UPI,Amit,Damaged
1166,06-09-2025,C184,Rahul Shah,South,Delhi,Desk,2,650,0,9999999,1144,156,Online,CASH,Unkown,Unkown Status
1167,10-02-2025,C135,Unkown ,North,West Bengal,Tablet,0,250,0,5000,0,156,Unkown,CASH,Amit ,Yes
1168,02-07-2025,Unkown ID,Priya Mehta,Unkown,Odisha,Router,4,250,0,1000,897,103,Off Line,UPI,Neha,Damaged
1169,22-03-2025,C254,Priya  Mehta,West,Tamil Nadu,Mouse,0,5400,0,999999,0,103,Online,Unkown,Amit ,Yes
1170,10-07-2025,C108,Rahul Shah,East,Tamil Nadu,Router,2,12500,0,25000,19871,5129,Off Line,UPI,Unkown,Yes
1171,26-03-2025,C196,Unkown ,Unkown,Odisha,USB Hub,2,250,0.5,250,363,113,Unkown,CARD,Amit ,No
1172,31-01-2025,C255,Arjun Nair,Unkown,Maharastra,Tablet,0,1200,0,999999,0,113,Online,CARD,Neha,Damaged
1173,17-03-2025,C195,Rahul Shah,East,Odisha,Notebook Pack,2,5400,0.1,9720,6264,3456,Offline,CARD,Unkown,No
1174,10-05-2025,C148,Priya  Mehta,South,Unkown State,Mouse,2,650,0.5,650,1171,521,Unkown,CARD,Neha,No
1175,14-12-2025,C118,Rahul Shah,Unkown,Delhi,Notebook Pack,2,650,0.15,5000,0,521,Offline,CARD,Amit ,No
1176,13-11-2025,C114,Rahul Shah,South,Maharashtra,Laptop,0,5400,0.1,0,0,521,Off Line,UPI,Neha,Yes
1177,01-07-2025,C193,Arjun Nair,West,Maharashtra,Router,0,1200,0.5,5000,0,521,Online,Unkown,Amit,Unkown Status
1178,09-10-2025,C183,Rahul Shah,West,Karnataka,Router,0,1200,0.15,0,0,521,Unkown,Unkown,Amit,No
1179,07-02-2025,C166,Rahul Shah,South,Maharastra,Keyboard,0,12500,0,0,0,521,Off Line,UPI,Amit,Unkown Status
1180,07-09-2025,C228,Rahul Shah,West,Tamil Nadu,USB Hub,2,5400,0.05,10260,10638,378,Offline,CARD,Neha,No
1181,28-09-2025,C155,Rahul Shah,Unkown,Maharashtra,Mouse,0,5400,0.15,999999,0,378,Off Line,CASH,Ravi,No
1182,05-09-2025,C185,Priya Mehta,East,Maharashtra,Keyboard,0,1200,0.15,999999,0,378,Online,CASH,Neha,Yes
1183,18-01-2025,C243,Unkown ,West,Delhi,Tablet,0,650,0,0,0,378,Online,CASH,Ravi,Unkown Status
1184,22-11-2025,C189,Priya  Mehta,East,Odisha,Laptop,0,650,0.1,999999,0,378,Offline,CARD,Ravi,Yes
1185,04-01-2025,Unkown ID,Unkown ,Unkown,West Bengal,Keyboard,10,650,0.1,5850,6525,675,Unkown,CARD,Unkown,Unkown Status
1186,08-04-2025,C120,Priya Mehta,South,Odisha,Desk,2,650,0,0,0,675,Online,CARD,Ravi,Unkown Status
1187,26-03-2025,C260,Priya  Mehta,West,Karnataka,Laptop,2,650,0.5,650,907,257,Online,CARD,Neha,No
1188,04-11-2025,C112,Rahul Shah,South,Tamil Nadu,Laptop,0,12500,0,0,0,257,Online,CARD,Ravi,Unkown Status
1189,14-01-2025,C203,Priya  Mehta,South,Tamil Nadu,Laptop,2,250,0,500,469,31,Off Line,CARD,Amit ,Unkown Status
1190,07-01-2025,C181,Priya  Mehta,South,Maharashtra,Office Chair,0,650,0,0,0,31,Unkown,UPI,Ravi,Unkown Status
1191,03-10-2025,C250,Priya  Mehta,Unkown,Odisha,Mouse,0,650,0.15,0,0,31,Online,CARD,Unkown,Damaged
1192,05-07-2025,Unkown ID,Priya Mehta,South,Maharashtra,Notebook Pack,8,650,0,999999,0,31,Offline,Unkown,Amit,No
1193,04-03-2025,C239,Priya Mehta,Unkown,Tamil Nadu,Router,0,650,0.05,0,0,31,Offline,CARD,Amit,Unkown Status
1194,05-05-2025,C213,Priya  Mehta,South,Maharastra,Desk,0,250,0,9999999,0,31,Off Line,CASH,Amit,Yes
1195,29-07-2025,C196,Rahul Shah,South,Maharashtra,Router,2,650,0.05,1235,972,263,Off Line,CASH,Ravi,Damaged
1196,19-10-2025,Unkown ID,Priya Mehta,South,West Bengal,Monitor,6,5400,0,32400,36407,4007,Unkown,CARD,Amit ,Yes
1197,18-04-2025,Unkown ID,Priya Mehta,East,Tamil Nadu,Router,11,250,0.05,9999999,3251,638,Online,CARD,Neha,Unkown Status
1198,28-03-2025,C218,Unkown ,South,Maharastra,Tablet,15,12500,0.05,178125,120181,57944,Online,UPI,Neha,Yes
1199,24-12-2025,C126,Arjun Nair,West,Delhi,Monitor,0,12500,0.15,0,0,57944,Unkown,CARD,Unkown,No
1200,12-09-2025,C119,Priya Mehta,West,Delhi,Router,0,250,0.1,999999,0,57944,Online,CARD,Neha,No
1201,12-10-2025,C192,Arjun Nair,West,Maharashtra,Desk,0,12500,0.1,0,0,57944,Online,Unkown,Amit ,Unkown Status
1202,16-07-2025,Unkown ID,Unkown ,North,Maharashtra,Mouse,0,12500,0.5,5000,0,57944,Offline,CARD,Unkown,No
1203,14-11-2025,Unkown ID,Priya  Mehta,Unkown,Odisha,Desk,0,5400,0.5,0,0,57944,Off Line,CARD,Ravi,Damaged
1204,19-11-2025,C190,Rahul Shah,East,West Bengal,USB Hub,0,250,0,0,0,57944,Unkown,CASH,Ravi,Damaged
1205,28-06-2025,Unkown ID,Rahul Shah,North,Tamil Nadu,Monitor,0,12500,0.05,0,0,57944,Offline,CARD,Neha,Damaged
